tag_id,canonical_name,namespace,evidence_type,allowed_inputs,relation_count
env.v2a_105.animal_presence_cues,Animal presence cues,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_106.sociopetal_seating,Sociopetal seating,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_107.density_crowding_proxies_chairs_per_area_people_present_queueing_lines,"Density/crowding proxies: chairs per area, people present, queueing lines",env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_108.surveillance_cues_cameras_exposed_workstations_panoramic_visibility,"Surveillance cues: cameras, exposed workstations, panoramic visibility",env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_109.privacy_cues_partitions_doors_curtains,"Privacy cues: partitions, doors, curtains",env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_110.territoriality_markers_name_plates,Territoriality markers: name plates,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_111.norm_cues_formal_vs_informal,Norm cues: formal vs informal,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_112.shared_resource_competition_cues,Shared-resource competition cues,env,sensor,computed;image_2d;image_3d;metadata;sensor,0
env.v2a_113.social_mixing_affordances,Social mixing affordances,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_114.conflict_overhearing_risk_cues,Conflict/overhearing risk cues,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_115.waiting_time_cues,Waiting-time cues,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_116.user_controls_visible_and_accessible_dimmers_blinds_thermostats,"User controls visible and accessible: dimmers, blinds, thermostats",env,sensor,computed;image_2d;image_3d;metadata;sensor,0
env.v2a_117.furniture_adjustability_movable_chairs_tables,Furniture adjustability: movable chairs/tables,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_118.choice_richness_multiple_zones,Choice richness: multiple zones,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_119.personalization_affordances_pinboards,Personalization affordances: pinboards,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_120.policy_cues_restricting_control,Policy cues restricting control,env,sensor,computed;image_2d;image_3d;metadata;sensor,0
env.v2a_121.control_over_privacy_doors,Control over privacy: doors,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_122.control_over_sound_headsets,Control over sound: headsets,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_123.control_over_thermal_fans,Control over thermal: fans,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_124.control_over_lighting_task_lamps,Control over lighting: task lamps,env,sensor,computed;image_2d;image_3d;sensor,0
env.v2a_125.information_control_clear_wayfinding_reduces_uncertainty,Information control: clear wayfinding reduces uncertainty.,env,computed,computed;image_2d;image_3d,0
fluency.symmetry,Symmetry,fluency,sensor,computed;image_2d;image_3d;sensor,0
isovist.area_25d,Area 25D,isovist,sensor,computed;image_2d;image_3d;sensor,0
isovist.compactness_25d,Compactness 25D,isovist,sensor,computed;image_2d;image_3d;sensor,0
isovist.confidence,Confidence,isovist,sensor,computed;image_2d;image_3d;sensor,0
material.glass_coverage,Glass Coverage,material,image_3d,image_2d;image_3d,0
material.metal_coverage,Metal Coverage,material,image_3d,image_2d;image_3d,0
material.wood_coverage,Wood Coverage,material,image_3d,image_2d;image_3d,0
materials.cues.brightness_mean,Brightness Mean,materials,image_3d,image_2d;image_3d,0
materials.cues.saturation_mean,Saturation Mean,materials,image_3d,image_2d;image_3d,0
materials.cues.specularity_proxy,Specularity Proxy,materials,image_3d,image_2d;image_3d,0
materials.cues.texture_variance,Texture Variance,materials,image_3d,image_2d;image_3d,0
materials.cues.value_mean,Value Mean,materials,computed,computed;image_2d;image_3d,0
materials.substrate.plaster_gypsum,Plaster Gypsum,materials,image_3d,image_2d;image_3d,0
materials.substrate.stone_concrete,Stone Concrete,materials,image_3d,image_2d;image_3d,0
materials.substrate.tile_ceramic,Tile Ceramic,materials,image_3d,image_2d;image_3d,0
provenance.architect_kengo_kuma,Architect Kengo Kuma,provenance,metadata,image_2d;image_3d;metadata,0
provenance.architect_le_corbusier,Architect Le Corbusier,provenance,metadata,image_2d;image_3d;metadata,0
provenance.iconic_chair_barcelona,Iconic Chair Barcelona,provenance,metadata,image_2d;image_3d;metadata,0
provenance.iconic_chair_eames,Iconic Chair Eames,provenance,metadata,image_2d;image_3d;metadata,0
psych.coziness,Coziness,psych,metadata,image_2d;image_3d;metadata,0
science.organized_complexity,Organized Complexity,science,sensor,computed;image_2d;image_3d;sensor,0
science.organized_complexity_bin,Organized Complexity Bin,science,sensor,computed;image_2d;image_3d;sensor,0
science.visual_richness,Visual Richness,science,sensor,computed;image_2d;image_3d;sensor,0
science.visual_richness_bin,Visual Richness Bin,science,sensor,computed;image_2d;image_3d;sensor,0
smell.concentration_dfa_exponent,Concentration Dfa Exponent,smell,sensor,computed;image_2d;image_3d;sensor,0
smell.intensity_rating,Intensity Rating,smell,sensor,computed;image_2d;image_3d;metadata;sensor,0
smell.pleasantness_rating,Pleasantness Rating,smell,sensor,computed;image_2d;image_3d;metadata;sensor,0
social.occupancy,Occupancy,social,image_3d,image_2d;image_3d,0
social.privacy,Privacy,social,image_3d,image_2d;image_3d,0
social.sociopetal,Sociopetal,social,image_3d,image_2d;image_3d,0
sound.amplitude_fractal_dimension,Amplitude Fractal Dimension,sound,sensor,computed;image_2d;image_3d;sensor,0
sound.noise_color_beta,Noise Color Beta,sound,sensor,computed;image_2d;image_3d;sensor,0
sound.one_over_f_slope,One Over F Slope,sound,sensor,computed;image_2d;image_3d;sensor,0
sound.reverberation_rt60,Reverberation Rt60,sound,sensor,computed;image_2d;image_3d;sensor,0
spatial.central_openness,Central Openness,spatial,image_3d,image_2d;image_3d,0
spatial.depth_contrast,Depth Contrast,spatial,image_3d,image_2d;image_3d,0
spatial.depth_mean,Depth Mean,spatial,image_3d,image_2d;image_3d,0
spatial.isovist_openness,Isovist Openness,spatial,image_3d,image_2d;image_3d,0
spatial.refuge_quality,Refuge Quality,spatial,image_3d,image_2d;image_3d,0
spatial.room_function.bathroom,Bathroom,spatial,image_3d,image_2d;image_3d,0
spatial.room_function.bedroom,Bedroom,spatial,image_3d,image_2d;image_3d,0
spatial.room_function.home_office,Home Office,spatial,image_3d,image_2d;image_3d,0
spatial.room_function.kitchen,Kitchen,spatial,image_3d,image_2d;image_3d,0
spatial.room_function.living_room,Living Room,spatial,image_3d,image_2d;image_3d,0
spatial.visual_clutter,Visual Clutter,spatial,image_3d,image_2d;image_3d,0
style.bohemian,Bohemian,style,image_3d,image_2d;image_3d,0
style.farmhouse,Farmhouse,style,image_3d,image_2d;image_3d,0
style.industrial,Industrial,style,image_3d,image_2d;image_3d,0
style.japandi,Japandi,style,image_3d,image_2d;image_3d,0
style.mid_century_modern,Mid Century Modern,style,image_3d,image_2d;image_3d,0
style.minimalist,Minimalist,style,image_3d,image_2d;image_3d,0
style.modern,Modern,style,image_3d,image_2d;image_3d,0
style.modernity,Modernity,style,image_3d,image_2d;image_3d,0
style.rustic,Rustic,style,image_3d,image_2d;image_3d,0
style.scandinavian,Scandinavian,style,image_3d,image_2d;image_3d,0
style.traditional,Traditional,style,image_3d,image_2d;image_3d,0
tag.evidence_pointer,Evidence Pointer,tag,metadata,image_2d;image_3d;metadata,0
tag.request_source,Request Source,tag,metadata,image_2d;image_3d;metadata,0
texture.macro.contrast,Contrast,texture,image_3d,image_2d;image_3d,0
texture.macro.homogeneity,Homogeneity,texture,image_3d,image_2d;image_3d,0
texture.micro.contrast,Contrast,texture,image_3d,image_2d;image_3d,0
texture.micro.homogeneity,Homogeneity,texture,image_3d,image_2d;image_3d,0
touch.haptic_fractal_dimension,Haptic Fractal Dimension,touch,sensor,computed;image_2d;image_3d;sensor,0
touch.hardness_rating,Hardness Rating,touch,sensor,computed;image_2d;image_3d;metadata;sensor,0
touch.surface_roughness_spectrum_slope,Surface Roughness Spectrum Slope,touch,sensor,computed;image_2d;image_3d;sensor,0
